question_id,wrong_ans,correct_ans,question,explanation
116," ""궁시렁거리곤"""," ""구시렁거리곤"""," ""아이들은 작은 일에도 [구시렁거리곤] 했다.""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
117," ""궁시렁거리는"""," ""구시렁거리는"""," ""아침에 일어나자마자 [구시렁거리는] 소리가 들렸다.""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
118," ""궁시렁거리며"""," ""구시렁거리며"""," ""할머니께서 [구시렁거리며] 방으로 들어가셨다.""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
119," ""궁시렁거리며"""," ""구시렁거리며"""," ""그는 중요한 일도 [구시렁거리며] 미루곤 한다.""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
120," ""궁시렁거리면서"""," ""구시렁거리면서"""," ""친구가 계속 [구시렁거리면서] 불평만 한다.""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
121," ""궁시렁거린다"""," ""구시렁거린다"""," ""그는 항상 불만을 [구시렁거린다].""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
122," ""궁시렁거림"""," ""구시렁거림"""," ""그의 [구시렁거림]이 점점 커져 갔다.""", '구시렁거리다'는 못마땅하여 군소리를 듣기 싫도록 자꾸 하다라는 뜻이다.
123," ""구지"""," ""굳이"""," ""[굳이] 설명하지 않아도 다들 알 거야.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
124," ""구지"""," ""굳이"""," ""이 일을 [굳이] 해야 하느냐는 질문이 있었습니다.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
125," ""구지"""," ""굳이"""," ""[굳이] 말하자면 나는 그 계획에 동의하지 않아.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
126," ""궂이"""," ""굳이"""," ""[굳이] 그런 일을 해야 했니?""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
127," ""궂이"""," ""굳이"""," ""[굳이] 말하지 않아도 알아.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
128," ""궂이"""," ""굳이"""," ""그는 [굳이] 친구 집에 갔다.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
129," ""구지"""," ""굳이"""," ""그 일을 [굳이] 할 필요는 없어.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
130," ""구지"""," ""굳이"""," ""[굳이] 설명하지 않아도 이해했어.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
131," ""구지"""," ""굳이"""," ""[굳이] 시간을 낭비하지 말자.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
132," ""구지"""," ""굳이"""," ""[굳이] 그렇게까지 할 필요는 없어.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
133," ""구지"""," ""굳이"""," ""[굳이] 그곳에 가지 않아도 돼.""", '굳이'는 '굳다'라는 동사에 부사화 접미사 '-이'가 결합한 것이다.
134," ""귀뜸"""," ""귀띔"""," ""친구가 나에게 [귀띔]을 해줬어.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
135," ""귀뜸"""," ""귀띔"""," ""시험 문제에 대한 [귀띔]이 필요했어.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
136," ""귀뜸"""," ""귀띔"""," ""선생님이 중요한 정보를 [귀띔]해 주셨어.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
137," ""귀뜸"""," ""귀띔"""," ""그가 어떻게 알았는지 나에게 [귀띔]해 줬어.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
138," ""귀뜸"""," ""귀띔"""," ""새로운 정보는 항상 [귀띔]으로 시작된다.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
139," ""귀뜸"""," ""귀띔"""," ""친구가 나에게 중요한 [귀띔]을 했다.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
140," ""귀뜸"""," ""귀띔"""," ""상사에게서 프로젝트에 대한 [귀띔]이 왔다.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
141," ""귀뜸"""," ""귀띔"""," ""그 소식을 미리 [귀띔] 받았다.""", '귀띔'은 남의 잘못을 슬쩍 일깨워 준다는 뜻이다.
142," ""그나름"""," ""그 나름대로"""," ""그는 그 상황에 잘 대처했다. [그 나름대로]는 똑똑한 편이다."""," '그 나름'은 관형사 '그'와 의존명사 '나름'이 결합한 합성어로, 앞말과 띄어 씁니다."
143," ""그나름"""," ""그 나름대로"""," ""그 문제는 [그 나름대로] 해결할 수 있다."""," '그 나름'은 관형사 '그'와 의존명사 '나름'이 결합한 합성어로, 앞말과 띄어 씁니다."
144," ""그나름"""," ""그 나름대로"""," ""그는 계획을 [그 나름대로] 세웠다."""," '그 나름'은 관형사 '그'와 의존명사 '나름'이 결합한 합성어로, 앞말과 띄어 씁니다."
145," ""그렇든 말든"""," ""그러든 말든"""," ""[그러든 말든] 다 상관없어."""," '-던'은 과거에 일어난 일을 회상하여 말할 때 사용하는 어미로, ‘어제는 날씨가 참 덥던’과 같이 씁니다."
146," ""그럴 수 밖에"""," ""그럴 수밖에"""," ""네 의견은 [그럴 수밖에] 없다.""", ‘그럴 수밖에’는 ‘그렇게 할 수밖에 다른 도리가 없다’라는 뜻이다.
147," ""그 중"""," ""그중"""," ""저는 [그중]에 가장 예쁜 것을 골랐습니다."""," '그중'은 관형사 '그'와 명사 '중(中)'이 결합된 합성어로 취급합니다. 이와 마찬가지로 ‘부재중, 무의식중, 은연중, 한밤중’에서의 ‘중(中)’은 선행어에 붙여 씁니다."
148," ""그 중"""," ""그중"""," ""[그중] 하나는 고장 났어요."""," '그중'은 관형사 '그'와 명사 '중(中)'이 결합된 합성어로 취급합니다. 이와 마찬가지로 ‘부재중, 무의식중, 은연중, 한밤중’에서의 ‘중(中)’은 선행어에 붙여 씁니다."
149," ""그 중"""," ""그중"""," ""[그중]에서 누가 최고였나요?"""," '그중'은 관형사 '그'와 명사 '중(中)'이 결합된 합성어로 취급합니다. 이와 마찬가지로 ‘부재중, 무의식중, 은연중, 한밤중’에서의 ‘중(中)’은 선행어에 붙여 씁니다."
150," ""그 중에"""," ""그중에"""," ""[그중에] 문젯거리가 있어."""," '그중'은 관형사 '그'와 명사 '중(中)'이 결합된 합성어로 취급합니다. 이와 마찬가지로 ‘부재중, 무의식중, 은연중, 한밤중’에서의 ‘중(中)’은 선행어에 붙여 씁니다."
151," ""그 중에"""," ""그중에"""," ""[그중에] 가장 좋아하는 것은 무엇인가요?"""," '그중'은 관형사 '그'와 명사 '중(中)'이 결합된 합성어로 취급합니다. 이와 마찬가지로 ‘부재중, 무의식중, 은연중, 한밤중’에서의 ‘중(中)’은 선행어에 붙여 씁니다."
152," ""금새"""," ""금세"""," ""그것이 정말 [금세] 일어났어."""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
153," ""금새"""," ""금세"""," ""내가 [금세] 잊어버렸다고?"""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
154," ""금새"""," ""금세"""," ""[금세] 끝났다."""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
155," ""금새"""," ""금세"""," ""우리는 [금세] 그 정보를 알아냈다."""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
156," ""금새"""," ""금세"""," ""회의가 [금세] 끝나서 시간이 남아 있다."""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
157," ""금새"""," ""금세"""," ""날씨가 [금세] 변해서 우산을 준비해야 했다."""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
158," ""금새"""," ""금세"""," ""바람이 [금세] 잦아들었다."""," ‘금세’는 ‘지금 바로’라는 뜻이고, ‘금새’는 물건의 값 또는 물건값의 비싸고 싼 정도를 나타내는 말이다."
159," ""기여한다"""," ""기인한다"""," ""두 회사의 성과 차이는 전략적 판단의 차이에 [기인한다]."""," 기여하다는 어떤 것에 도움이 되다라는 뜻이고, 기인하다는 원인이나 이유가 되다라는 뜻이다."
160," ""기여했다"""," ""기인했다"""," ""이 프로젝트에 실패한 원인은 인력 부족에 [기인했다]."""," 기여하다는 어떤 것에 도움이 되다라는 뜻이고, 기인하다는 원인이나 이유가 되다라는 뜻이다."
161," ""깍뚜기"""," ""깍두기"""," ""이 집 [깍두기]는 정말 맛있다.""", '깍두기'는 무를 작고 네모나게 썰어서 소금에 절인 후 고춧가루 따위의 양념과 함께 버무려 만든 김치이다.
162," ""깍뚜기"""," ""깍두기"""," ""할머니가 [깍두기]를 맛있게 담그셨어.""", '깍두기'는 무를 작고 네모나게 썰어서 소금에 절인 후 고춧가루 따위의 양념과 함께 버무려 만든 김치이다.
163," ""깍뚜기"""," ""깍두기"""," ""우리 집 김치 냉장고에 다양한 [깍두기]가 저장되어 있다.""", '깍두기'는 무를 작고 네모나게 썰어서 소금에 절인 후 고춧가루 따위의 양념과 함께 버무려 만든 김치이다.
164," ""깔대기"""," ""깔때기"""," ""우리는 물을 [깔때기]로 통에 부었다.""", '깔때기'는 액체를 병 따위에 부을 때 쓰는 기구이다.
165," ""깔대기"""," ""깔때기"""," ""[깔때기]를 사용하면 물을 좀 더 쉽게 옮길 수 있다.""", '깔때기'는 액체를 병 따위에 부을 때 쓰는 기구이다.
166," ""깔대기"""," ""깔때기"""," ""종이컵과 [깔때기]를 사용해 조심스럽게 엘리베이트에 넣었다.""", '깔때기'는 액체를 병 따위에 부을 때 쓰는 기구이다.
167," ""깨끗히"""," ""깨끗이"""," ""북적북적한 거리는 일찍이 [깨끗이] 정리되었다.""", '깨끗이'는 '?' 불규칙 용언이다. 어간 끝소리가 '?'인 경우 모음으로 시작하는 어미와 결합할 때 그 '?'이 탈락한다.
168," ""깨끗히"""," ""깨끗이"""," ""그녀는 상처를 [깨끗이] 씻었다.""", '깨끗이'는 '?' 불규칙 용언이다. 어간 끝소리가 '?'인 경우 모음으로 시작하는 어미와 결합할 때 그 '?'이 탈락한다.
169," ""깨끗찮아서"""," ""깨끗지 않아서"""," ""방이 [깨끗지 않아서] 청소가 필요해.""", ‘-지 아니하다’가 줄어든 말은 ‘-잖다’이다. 따라서 ‘깨끗하지 않다’는 ‘깨끗잖다’로 써야 한다.
170," ""꺼려해서"""," ""꺼려져서"""," ""믹스된 색상이 [꺼려져서] 다시 칠했어요.""", ‘꺼려하다’는 틀린 말이다. ‘꺼리다’가 표준어다.
171," ""꺼려했다"""," ""꺼렸다"""," ""그는 그 문제를 [꺼렸다].""", ‘꺼려하다’는 틀린 말이다. ‘꺼리다’가 표준어다.
172," ""꺼림직"""," ""꺼림칙"""," ""그는 [꺼림칙]한 면이 있어.""", ‘꺼림칙하다’는 ‘마음에 걸려서 언짢은 느낌이 있다’라는 뜻이다.
173," ""꺼림직하다"""," ""꺼림칙하다"""," ""그 사람이 하는 일이 [꺼림칙하다]고 생각해.""", ‘꺼림칙하다’는 ‘마음에 걸려서 언짢은 느낌이 있다’라는 뜻이다.
174," ""꺼림직하지"""," ""꺼림칙하지"""," ""말투가 약간 [꺼림칙하지] 않아?""", ‘꺼림칙하다’는 ‘마음에 걸려서 언짢은 느낌이 있다’라는 뜻이다.
175," ""꺼림직한"""," ""꺼림칙한"""," ""이거 좀 [꺼림칙한] 느낌이 드네.""", ‘꺼림칙하다’는 ‘마음에 걸려서 언짢은 느낌이 있다’라는 뜻이다.
176," ""꺼림직해서"""," ""꺼림칙해서"""," ""왠지 그의 행동이 [꺼림칙해서] 불편했어.""", ‘꺼림칙하다’는 ‘마음에 걸려서 언짢은 느낌이 있다’라는 뜻이다.
177," ""꺼림직했다"""," ""꺼림칙했다"""," ""그 상황이 굉장히 [꺼림칙했다].""", ‘꺼림칙하다’는 ‘마음에 걸려서 언짢은 느낌이 있다’라는 뜻이다.
178," ""꼬라박았다"""," ""꼴아박았다"""," ""정신없이 운전하다 보니 벽에 [꼴아박았다].""", '꼬라박다'는 '어떤 것에 몹시 부딪치다'라는 뜻이다.
179," ""꼬라박았다"""," ""꼴아박았다"""," ""운전 미숙으로 차를 담벼락에 [꼴아박았다].""", '꼬라박다'는 '어떤 것에 몹시 부딪치다'라는 뜻이다.
180," ""꼬라박혔다"""," ""꼴아박혔다"""," ""동전이 자동판매기 안에 [꼴아박혔다].""", '꼬라박다'는 '어떤 것에 몹시 부딪치다'라는 뜻이다.
181," ""꼽아"""," ""꽂아"""," ""책상 위에 여러 펜을 [꽂아] 놓았다."""," ‘꼽다’는 수를 세려고 손가락을 하나씩 구부리다라는 뜻이고, ‘꽂다’는 쓰러지거나 빠지지 아니하게 박아 세우거나 끼우다 또는 내던져서 거꾸로 박히게 하다라는 뜻이다."
182," ""꼽으면"""," ""꽂으면"""," ""열쇠를 문고리에 잘못 [꽂으면] 열리지 않는다."""," ‘꼽다’는 수를 세려고 손가락을 하나씩 구부리다라는 뜻이고, ‘꽂다’는 쓰러지거나 빠지지 아니하게 박아 세우거나 끼우다 또는 내던져서 거꾸로 박히게 하다라는 뜻이다."
183," ""끝날텐데"""," ""끝날 텐데"""," ""이번 프로젝트가 잘 [끝날 텐데] 효율적일지 모르겠네.""", 끝날 텐데 (O) = 끝나(어간)- + -?(관형사형 어미) + 터(의존 명사) + 이(서술격 조사 어간)- + -?데(연결 어미) '터'는 의존 명사이므로 앞말과 띄어 써야 합니다.
184," ""나갈텐데"""," ""나갈 텐데"""," ""그는 내년에 해외로 나갈 [텐데] 준비가 다 되었을까?""", 나갈 텐데 (O) = 나가(어간)- + -?(관형사형 어미) + 터(의존 명사) + 이(서술격 조사 어간)- + -?데(연결 어미) '터'는 의존 명사이므로 앞말과 띄어 써야 합니다.
185," ""날으는"""," ""나는"""," ""[나는] 새를 보고 있자니 마음이 설레었다.""", ‘날다’에 관형사형 어미 ‘-는’이 결합하면 어간의 받침 ?이 탈락하여 ‘나는’이 됩니다.
186," ""날으는"""," ""나는"""," ""아이들이 하늘 높이 [나는] 연에 환호했다.""", ‘날다’에 관형사형 어미 ‘-는’이 결합하면 어간의 받침 ?이 탈락하여 ‘나는’이 됩니다.
